id,matchtime,mainteam,visitteam,m_score,v_score
2004,2018-1-28,摩洛哥,纳米比,2,0
2005,2018-1-18,摩洛哥,几内亚,3,1
2006,2018-1-14,摩洛哥,毛里塔尼,4,0
2007,2017-10-10,摩洛哥,韩国,3,1
2008,2017-10-8,摩洛哥,加蓬,3,0
2009,2017-9-2,摩洛哥,马里,6,0
2011,2017-6-1,摩洛哥,荷兰,1,2
2012,2017-3-29,摩洛哥,突尼斯,1,0
2013,2017-3-25,摩洛哥,布基纳,2,0
2014,2017-1-25,摩洛哥,科特迪,1,0
2015,2017-1-21,摩洛哥,多哥,3,1
2016,2017-1-9,摩洛哥,芬兰,0,1
2018,2016-11-16,摩洛哥,多哥,2,1
2020,2016-10-12,摩洛哥,加拿大,4,0
2021,2016-9-5,摩洛哥,圣多美,2,0
2022,2016-5-28,摩洛哥,刚果,2,0
2023,2016-3-30,摩洛哥,佛得角,2,0
2025,2015-11-13,摩洛哥,赤道几,2,0
2026,2015-10-13,摩洛哥,几内亚,1,1
2027,2015-10-10,摩洛哥,科特迪,0,1
2030,2015-6-13,摩洛哥,利比亚,1,0
2032,2015-3-29,摩洛哥,乌拉圭,0,1
2041,2013-6-16,摩洛哥,冈比亚,2,0
2042,2013-6-9,摩洛哥,坦桑尼,2,1
2043,2013-1-24,摩洛哥,佛得角,1,1
2044,2012-10-14,摩洛哥,莫桑比,4,0
2045,2012-6-10,摩洛哥,科特迪,2,2
2046,2012-3-1,摩洛哥,布基纳,2,0
2047,2012-1-24,摩洛哥,突尼斯,1,2
2050,2018-3-24,苏格兰,哥斯达,0,1
2051,2017-11-10,苏格兰,荷兰,0,1
2052,2017-10-6,苏格兰,斯洛伐,1,0
2053,2017-9-5,苏格兰,马耳他,2,0
2054,2017-6-10,苏格兰,英格兰,2,2
2055,2017-3-27,苏格兰,斯洛文,1,0
2056,2017-3-23,苏格兰,加拿大,1,1
2057,2016-10-9,苏格兰,立陶宛,1,1
2058,2016-3-30,苏格兰,丹麦,1,0
2059,2015-10-9,苏格兰,波兰,2,2
2060,2015-9-8,苏格兰,德国,2,3
2061,2015-6-6,苏格兰,卡塔尔,1,0
2062,2015-3-29,苏格兰,直布罗,6,1
2063,2015-3-26,苏格兰,北爱,1,0
2064,2014-11-19,苏格兰,英格兰,1,3
2065,2014-11-15,苏格兰,爱尔兰,1,0
2066,2014-10-11,苏格兰,格鲁吉,1,0
2067,2014-5-29,苏格兰,尼日利,2,2
2068,2013-11-16,苏格兰,美国,0,0
2069,2013-10-16,苏格兰,克罗地,2,0
2070,2013-9-7,苏格兰,比利时,0,2
2071,2013-3-23,苏格兰,威尔士,1,2
2072,2013-2-7,苏格兰,爱沙尼,1,0
2073,2012-9-12,苏格兰,马其顿,1,1
2074,2012-9-8,苏格兰,塞尔维,0,0
2075,2012-8-16,苏格兰,澳大利,3,1
2076,2011-9-7,苏格兰,立陶宛,1,0
2077,2011-9-3,苏格兰,捷克,2,2
2078,2011-8-11,苏格兰,丹麦,2,1
2079,2011-5-26,苏格兰,威尔士,3,1
2080,2011-3-27,苏格兰,巴西,0,2
2081,2010-11-17,苏格兰,法罗,3,0
2082,2010-10-13,苏格兰,西班牙,2,3
2083,2010-9-8,苏格兰,列支敦,2,1
2084,2010-3-4,苏格兰,捷克,1,0
2085,2009-9-10,苏格兰,荷兰,0,1
2086,2009-9-5,苏格兰,马其顿,2,0
2087,2009-4-2,苏格兰,冰岛,2,1
2088,2008-11-20,苏格兰,阿根廷,0,1
2089,2008-10-11,苏格兰,挪威,0,0
2090,2008-8-21,苏格兰,北爱,0,0
2091,2008-3-27,苏格兰,克罗地,1,1
2092,2007-11-18,苏格兰,意大利,1,2
2093,2007-10-13,苏格兰,乌克兰,3,1
2094,2007-9-8,苏格兰,立陶宛,3,1
2095,2007-8-23,苏格兰,南非,1,0
2099,2006-5-11,苏格兰,保加利,5,1
2100,2018-6-3,黑山,斯洛文,0,2
2101,2018-3-28,黑山,土耳其,2,2
2102,2017-10-6,黑山,丹麦,0,1
2103,2017-9-5,黑山,罗马尼,1,0
2104,2017-6-11,黑山,亚美尼,4,1
2105,2017-6-5,黑山,伊朗,1,2
2106,2017-3-27,黑山,波兰,1,2
2107,2016-10-8,黑山,哈萨克,5,0
2108,2016-3-29,黑山,白俄,0,0
2109,2015-10-10,黑山,奥地利,2,3
2110,2015-9-6,黑山,列支敦,2,0
2111,2015-3-28,黑山,俄罗斯,0,3
2112,2014-11-16,黑山,瑞典,1,1
2113,2014-9-9,黑山,摩尔多,2,0
2114,2014-3-6,黑山,加纳,1,0
2115,2013-10-16,黑山,摩尔多,2,5
2116,2013-6-8,黑山,乌克兰,0,4
2117,2013-3-27,黑山,英格兰,1,1
2118,2012-11-15,黑山,圣马力,3,0
2119,2012-9-8,黑山,波兰,2,2
2120,2012-8-16,黑山,拉脱维,2,0
2121,2012-3-1,黑山,冰岛,2,1
2122,2011-11-16,黑山,捷克,0,1
2123,2011-10-8,黑山,英格兰,2,2
2124,2011-6-5,黑山,保加利,1,1
2125,2011-3-26,黑山,乌兹别,1,0
2126,2010-11-17,黑山,阿塞拜,2,0
2127,2010-10-9,黑山,瑞士,1,0
2128,2010-9-4,黑山,威尔士,1,0
2129,2010-8-12,黑山,北爱,2,0
2130,2010-5-26,黑山,阿尔巴,0,1
2131,2009-11-18,黑山,白俄,1,0
2132,2009-10-11,黑山,格鲁吉,2,1
2133,2009-9-10,黑山,塞浦路,1,1
2134,2009-8-13,黑山,威尔士,2,1
2135,2009-3-29,黑山,意大利,0,2
2137,2008-9-11,黑山,爱尔兰,0,0
2138,2008-9-7,黑山,保加利,2,2
2140,2008-3-27,黑山,挪威,3,1
2141,2007-9-13,黑山,瑞典,1,2
2142,2007-8-23,黑山,斯洛文,1,1
2143,2007-3-25,黑山,匈牙利,2,1
2144,2018-3-28,希腊,埃及,1,0
2145,2018-3-24,希腊,瑞士,0,1
2146,2017-11-13,希腊,克罗地,0,0
2147,2017-10-11,希腊,直布罗,4,0
2148,2017-9-4,希腊,比利时,1,2
2149,2017-9-1,希腊,爱沙尼,0,0
2150,2016-11-14,希腊,波黑,1,1
2151,2016-11-10,希腊,白俄,0,1
2152,2016-10-8,希腊,塞浦路,2,0
2153,2016-3-30,希腊,冰岛,2,3
2154,2016-3-25,希腊,黑山,2,1
2155,2015-10-11,希腊,匈牙利,4,3
2156,2015-9-5,希腊,芬兰,0,1
2157,2014-11-19,希腊,塞尔维,0,2
2158,2014-11-15,希腊,法罗,0,1
2159,2014-10-15,希腊,北爱,0,2
2160,2014-9-8,希腊,罗马尼,0,1
2161,2014-6-25,希腊,科特迪,2,1
2162,2014-6-7,希腊,玻利维,2,1
2163,2014-6-4,希腊,尼日利,0,0
2164,2014-3-6,希腊,韩国,0,2
2165,2013-11-16,希腊,罗马尼,3,1
2166,2013-10-16,希腊,列支敦,2,0
2167,2013-10-12,希腊,斯洛伐,1,0
2168,2013-9-11,希腊,拉脱维,1,0
2169,2013-2-7,希腊,瑞士,0,0
2170,2012-10-13,希腊,波黑,0,0
2171,2012-9-12,希腊,立陶宛,2,0
2172,2012-6-17,希腊,俄罗斯,1,0
2173,2012-6-12,希腊,捷克,1,2
2174,2012-6-1,希腊,亚美尼,1,0
2175,2012-5-27,希腊,斯洛文,1,1
2176,2012-3-1,希腊,比利时,1,1
2177,2011-11-16,希腊,罗马尼,1,3
2178,2011-11-12,希腊,俄罗斯,1,1
2179,2011-10-8,希腊,克罗地,2,0
2180,2011-6-5,希腊,马耳他,3,1
2181,2011-3-30,希腊,波兰,0,0
2182,2011-2-9,希腊,加拿大,1,0
2183,2010-10-13,希腊,以色列,2,1
2184,2010-10-9,希腊,拉脱维,1,0
2185,2010-9-4,希腊,格鲁吉,1,1
2186,2010-6-23,希腊,阿根廷,0,2
2187,2010-6-17,希腊,尼日利,2,1
2188,2010-6-3,希腊,巴拉圭,0,2
2189,2010-5-26,希腊,朝鲜,2,2
2190,2010-3-3,希腊,塞内加,0,2
2191,2009-11-15,希腊,乌克兰,0,0
2192,2009-10-15,希腊,卢森堡,2,1
2193,2009-10-11,希腊,拉脱维,5,2
2194,2018-6-2,埃及,哥伦比,0,0
2195,2017-10-9,埃及,刚果,2,1
2196,2017-9-6,埃及,乌干达,1,0
2200,2017-2-6,埃及,喀麦隆,1,2
2202,2017-1-26,埃及,加纳,1,0
2203,2017-1-22,埃及,乌干达,1,0
2204,2017-1-8,埃及,突尼斯,1,0
2205,2016-11-13,埃及,加纳,2,0
2206,2016-8-31,埃及,几内亚,1,1
2207,2016-3-30,埃及,尼日利,1,0
2210,2015-11-18,埃及,乍得,4,0
2212,2015-6-15,埃及,坦桑尼,3,0
2213,2015-6-9,埃及,马拉维,2,1
2215,2014-11-16,埃及,塞内加,0,1
2216,2014-10-16,埃及,博茨瓦,2,0
2217,2014-9-10,埃及,突尼斯,0,1
2218,2013-11-19,埃及,加纳,2,1
2220,2013-9-10,埃及,几内亚,4,2
2222,2013-3-27,埃及,津巴布,2,1
2225,2011-6-6,埃及,南非,0,0
2227,2010-11-18,埃及,澳大利,3,0
2230,2010-1-25,埃及,喀麦隆,1,1
2231,2010-1-20,埃及,贝宁,2,0
2232,2010-1-17,埃及,莫桑比,2,0
2233,2010-1-12,埃及,尼日利,3,1
2235,2009-11-15,埃及,阿尔及,2,0
2239,2009-7-6,埃及,卢旺达,3,0
2240,2009-6-22,埃及,美国,0,3
2241,2009-6-19,埃及,意大利,1,0
2242,2009-3-30,埃及,赞比亚,1,1
2243,2009-2-12,埃及,加纳,2,2
2244,2018-6-6,捷克,尼日利,1,0
2245,2018-6-1,捷克,澳大利,0,4
2246,2017-10-9,捷克,圣马力,5,0
2247,2017-9-2,捷克,德国,1,2
2248,2017-3-23,捷克,立陶宛,3,0
2249,2016-11-16,捷克,丹麦,1,1
2250,2016-11-12,捷克,挪威,2,1
2251,2016-10-12,捷克,阿塞拜,0,0
2252,2016-9-5,捷克,北爱,0,0
2253,2016-9-1,捷克,亚美尼,3,0
2254,2016-6-22,捷克,土耳其,0,2
2255,2016-6-17,捷克,克罗地,2,2
2256,2016-6-5,捷克,韩国,1,2
2257,2016-5-27,捷克,马耳他,6,0
2258,2016-3-25,捷克,苏格兰,0,1
2259,2015-11-14,捷克,塞尔维,4,1
2260,2015-10-11,捷克,土耳其,0,2
2261,2015-9-4,捷克,哈萨克,2,1
2262,2015-3-29,捷克,拉脱维,1,1
2263,2014-11-17,捷克,冰岛,2,1
2264,2014-9-10,捷克,荷兰,2,1
2265,2014-9-4,捷克,美国,0,1
2266,2014-6-4,捷克,奥地利,1,2
2267,2014-3-6,捷克,挪威,2,2
2268,2013-11-15,捷克,加拿大,2,0
2269,2013-9-6,捷克,亚美尼,1,2
2270,2013-6-8,捷克,意大利,0,0
2271,2013-3-23,捷克,丹麦,0,3
2272,2012-11-15,捷克,斯洛伐,3,0
2273,2012-10-17,捷克,保加利,0,0
2274,2012-10-12,捷克,马耳他,3,1
2275,2012-9-11,捷克,芬兰,0,1
2276,2012-6-22,捷克,葡萄牙,0,1
2277,2012-6-17,捷克,波兰,1,0
2278,2012-6-2,捷克,匈牙利,1,2
2279,2012-5-27,捷克,以色列,2,1
2280,2011-11-12,捷克,黑山,2,0
2281,2011-10-8,捷克,西班牙,0,2
2282,2011-9-7,捷克,乌克兰,4,0
2283,2011-3-29,捷克,列支敦,2,0
2284,2010-10-9,捷克,苏格兰,1,0
2285,2010-9-8,捷克,立陶宛,0,1
2286,2010-8-12,捷克,拉脱维,4,1
2287,2009-10-15,捷克,北爱,0,0
2288,2009-10-11,捷克,波兰,2,0
2290,2009-8-12,捷克,比利时,3,1
2291,2009-6-5,捷克,马耳他,1,0
2292,2009-4-2,捷克,斯洛伐,1,2
2293,2008-10-15,捷克,斯洛文,1,0
2294,2017-11-12,加纳,埃及,1,1
2295,2017-9-1,加纳,刚果,1,1
2297,2017-6-11,加纳,埃塞俄,5,0
2299,2017-1-21,加纳,马里,1,0
2300,2017-1-17,加纳,乌干达,1,0
2301,2016-10-7,加纳,乌干达,0,0
2302,2016-9-3,加纳,卢旺达,1,1
2303,2016-3-24,加纳,莫桑比,3,1
2304,2015-11-17,加纳,科摩罗,2,0
2306,2015-6-14,加纳,毛里求斯,7,1
2307,2015-6-8,加纳,多哥,1,0
2310,2015-4-1,加纳,马里,1,1
2311,2015-3-29,加纳,塞内加,1,2
2313,2015-2-1,加纳,几内亚,3,0
2314,2015-1-28,加纳,南非,2,1
2315,2015-1-19,加纳,塞内加,1,2
2316,2014-11-19,加纳,多哥,3,1
2317,2014-10-15,加纳,几内亚,3,1
2318,2014-9-6,加纳,乌干达,1,1
2319,2014-6-17,加纳,美国,1,2
2325,2013-10-15,加纳,埃及,6,1
2326,2013-9-6,加纳,赞比亚,2,1
2328,2013-3-24,加纳,苏丹,4,0
2329,2013-2-2,加纳,佛得角,2,0
2330,2013-1-24,加纳,马里,1,0
2331,2013-1-20,加纳,民刚果,2,2
2334,2012-2-12,加纳,马里,0,2
2335,2012-2-6,加纳,突尼斯,1,1
2336,2012-2-2,加纳,几内亚,1,1
2337,2012-1-29,加纳,马里,2,0
2338,2012-1-24,加纳,博茨瓦,1,0
2340,2011-10-12,加纳,尼日利,0,0
2344,2018-5-28,尼日利,民刚果,1,1
2345,2018-3-28,尼日利,塞尔维,0,2
2346,2018-1-29,尼日利,安哥拉,1,1
2347,2018-1-16,尼日利,卢旺达,0,0
2348,2017-11-15,尼日利,阿根廷,4,2
2349,2017-10-7,尼日利,赞比亚,1,0
2350,2017-9-1,尼日利,喀麦隆,4,0
2352,2017-6-10,尼日利,南非,0,2
2353,2017-6-2,尼日利,多哥,3,0
2354,2017-3-24,尼日利,塞内加,1,1
2355,2016-11-12,尼日利,阿尔及,3,1
2356,2016-9-3,尼日利,坦桑尼,1,0
2357,2016-5-28,尼日利,马里,1,0
2358,2016-3-25,尼日利,埃及,1,1
2361,2015-11-17,尼日利,斯威士兰,2,0
2363,2015-10-12,尼日利,喀麦隆,3,0
2366,2014-11-20,尼日利,南非,2,2
2367,2014-10-15,尼日利,苏丹,3,1
2369,2014-6-25,尼日利,阿根廷,2,3
2370,2014-6-22,尼日利,波黑,1,0
2374,2013-11-16,尼日利,埃塞俄,2,0
2375,2013-9-7,尼日利,马拉维,2,0
2377,2013-6-24,尼日利,西班牙,0,3
2378,2013-6-21,尼日利,乌拉圭,1,2
2379,2013-3-23,尼日利,肯尼亚,1,1
2380,2013-2-11,尼日利,布基纳,1,0
2381,2013-2-3,尼日利,科特迪,2,1
2382,2013-1-22,尼日利,布基纳,1,1
2383,2012-10-13,尼日利,利比里,6,1
2387,2011-6-2,尼日利,阿根廷,4,1
2390,2010-6-23,尼日利,韩国,2,2
2392,2010-5-31,尼日利,哥伦比,1,1
2395,2018-1-17,喀麦隆,刚果,0,1
2396,2017-10-7,喀麦隆,阿尔及,2,0
2397,2017-9-5,喀麦隆,尼日利,1,1
2399,2017-6-22,喀麦隆,澳大利,1,1
2400,2017-6-19,喀麦隆,智利,0,2
2401,2017-6-10,喀麦隆,摩洛哥,1,0
2402,2017-3-29,喀麦隆,几内亚,1,2
2404,2017-1-19,喀麦隆,几内比绍,2,1
2405,2017-1-11,喀麦隆,津巴布,1,1
2406,2017-1-5,喀麦隆,民刚果,2,0
2407,2016-11-12,喀麦隆,赞比亚,1,1
2408,2016-9-7,喀麦隆,加蓬,2,1
2409,2016-9-3,喀麦隆,冈比亚,2,0
2410,2016-3-26,喀麦隆,南非,2,2
2414,2015-11-17,喀麦隆,尼日尔,0,0
2416,2015-6-14,喀麦隆,毛里塔尼,1,0
2417,2015-1-21,喀麦隆,马里,1,1
2420,2014-11-15,喀麦隆,民刚果,1,0
2421,2014-10-15,喀麦隆,塞拉利,2,0
2422,2014-9-10,喀麦隆,科特迪,4,1
2423,2014-6-19,喀麦隆,克罗地,0,4
2424,2014-6-7,喀麦隆,摩尔多,1,0
2425,2013-11-17,喀麦隆,突尼斯,4,1
2426,2013-9-8,喀麦隆,利比亚,1,0
2429,2013-3-23,喀麦隆,多哥,2,1
2434,2011-6-4,喀麦隆,塞内加,0,0
2440,2010-6-25,喀麦隆,荷兰,1,2
2441,2010-6-20,喀麦隆,丹麦,1,2
2442,2010-1-21,喀麦隆,突尼斯,2,2
2443,2010-1-18,喀麦隆,赞比亚,3,2
2444,2018-3-26,保加利,哈萨克,2,1
2445,2018-3-24,保加利,波黑,0,1
2446,2017-11-14,保加利,沙特,1,0
2447,2017-10-8,保加利,法国,0,1
2448,2017-9-1,保加利,瑞典,3,2
2449,2017-3-26,保加利,荷兰,2,0
2450,2016-11-14,保加利,白俄,1,0
2451,2016-9-7,保加利,卢森堡,4,3
2452,2015-10-14,保加利,阿塞拜,2,0
2453,2015-9-4,保加利,挪威,0,1
2454,2015-3-29,保加利,意大利,2,2
2455,2014-11-17,保加利,马耳他,1,1
2456,2014-10-11,保加利,克罗地,0,1
2457,2014-5-24,保加利,加拿大,1,1
2458,2014-3-5,保加利,白俄,2,1
2459,2013-10-16,保加利,捷克,0,1
2460,2013-3-22,保加利,马耳他,6,0
2461,2012-11-14,保加利,乌克兰,0,1
2462,2012-10-13,保加利,丹麦,1,1
2463,2012-9-12,保加利,亚美尼,1,0
2464,2012-9-8,保加利,意大利,2,2
2466,2012-5-30,保加利,土耳其,0,2
2467,2011-10-12,保加利,威尔士,0,1
2468,2011-9-3,保加利,英格兰,0,3
2469,2011-3-27,保加利,瑞士,0,0
2470,2010-11-18,保加利,塞尔维,0,1
2471,2010-9-8,保加利,黑山,0,1
2473,2009-10-15,保加利,格鲁吉,6,2
2474,2009-9-6,保加利,黑山,4,1
2475,2009-8-13,保加利,拉脱维,1,0
2476,2009-6-7,保加利,爱尔兰,1,1
2477,2009-4-1,保加利,塞浦路,2,0
2478,2008-10-12,保加利,意大利,0,0
2479,2008-3-26,保加利,芬兰,2,1
2480,2007-11-17,保加利,罗马尼,1,0
2482,2007-8-23,保加利,威尔士,0,1
2489,2005-10-8,保加利,匈牙利,2,0
2490,2005-9-7,保加利,冰岛,3,2
2491,2005-8-18,保加利,土耳其,3,1
2494,2018-6-9,匈牙利,澳大利,1,2
2495,2018-3-28,匈牙利,苏格兰,0,1
2496,2018-3-24,匈牙利,哈萨克,2,3
2497,2017-11-15,匈牙利,哥斯达,1,0
2498,2017-10-11,匈牙利,法罗,1,0
2499,2017-9-4,匈牙利,葡萄牙,0,1
2500,2017-9-1,匈牙利,拉脱维,3,1
2501,2017-6-6,匈牙利,俄罗斯,0,3
2502,2016-11-16,匈牙利,瑞典,0,2
2503,2016-11-14,匈牙利,安道尔,4,0
2504,2016-10-8,匈牙利,瑞士,2,3
2505,2016-6-27,匈牙利,比利时,0,4
2506,2016-6-22,匈牙利,葡萄牙,3,3
2507,2016-5-20,匈牙利,科特迪,0,0
2508,2016-3-27,匈牙利,克罗地,1,1
2509,2015-11-16,匈牙利,挪威,2,1
2510,2015-10-9,匈牙利,法罗,2,1
2511,2015-9-5,匈牙利,罗马尼,0,0
2512,2015-6-6,匈牙利,立陶宛,4,0
2513,2015-3-30,匈牙利,希腊,0,0
2514,2014-11-19,匈牙利,俄罗斯,1,2
2515,2014-11-15,匈牙利,芬兰,1,0
2516,2014-9-7,匈牙利,北爱,1,2
2517,2014-6-8,匈牙利,哈萨克,3,0
2518,2014-6-5,匈牙利,阿尔巴,1,0
2519,2014-5-23,匈牙利,丹麦,2,2
2520,2014-3-6,匈牙利,芬兰,1,2
2521,2013-10-16,匈牙利,安道尔,2,0
2522,2013-9-11,匈牙利,爱沙尼,5,1
2523,2013-8-15,匈牙利,捷克,1,1
2524,2013-6-7,匈牙利,科威特,1,0
2525,2013-3-23,匈牙利,罗马尼,2,2
2527,2012-11-15,匈牙利,挪威,0,2
2528,2012-10-17,匈牙利,土耳其,3,1
2529,2012-9-12,匈牙利,荷兰,1,4
2530,2012-8-16,匈牙利,以色列,1,1
2531,2012-6-5,匈牙利,爱尔兰,0,0
2532,2012-3-1,匈牙利,保加利,1,1
2534,2011-10-12,匈牙利,芬兰,0,0
2535,2011-9-3,匈牙利,瑞典,2,1
2536,2011-8-11,匈牙利,冰岛,4,0
2537,2011-3-26,匈牙利,荷兰,0,4
2538,2010-11-18,匈牙利,立陶宛,2,0
2539,2010-10-9,匈牙利,圣马力,8,0
2540,2010-9-8,匈牙利,摩尔多,2,1
2541,2010-5-30,匈牙利,德国,0,3
2542,2010-3-4,匈牙利,俄罗斯,1,1
2543,2009-9-10,匈牙利,葡萄牙,0,1
2544,2018-1-25,布基纳,喀麦隆,1,1
2545,2017-11-15,布基纳,佛得角,4,0
2546,2017-9-6,布基纳,塞内加,2,2
2551,2017-6-11,布基纳,安哥拉,3,1
2552,2017-2-5,布基纳,加纳,1,0
2555,2017-1-15,布基纳,喀麦隆,1,1
2557,2016-10-9,布基纳,南非,1,1
2558,2016-9-4,布基纳,博茨瓦,2,1
2559,2016-3-27,布基纳,乌干达,1,0
2560,2015-11-18,布基纳,贝宁,2,0
2563,2015-6-13,布基纳,科摩罗,2,0
2564,2015-6-6,布基纳,喀麦隆,2,3
2565,2015-1-26,布基纳,刚果,1,2
2566,2014-11-20,布基纳,安哥拉,1,1
2567,2014-10-16,布基纳,加蓬,1,1
2571,2013-10-12,布基纳,阿尔及,3,2
2572,2013-9-7,布基纳,加蓬,1,0
2574,2013-3-24,布基纳,尼日尔,4,0
2575,2013-2-7,布基纳,加纳,1,1
2576,2013-2-4,布基纳,多哥,0,0
2577,2013-1-30,布基纳,赞比亚,0,0
2578,2013-1-26,布基纳,埃塞俄,4,0
2580,2012-10-15,布基纳,中非,3,1
2582,2012-1-23,布基纳,安哥拉,1,2
2586,2010-1-19,布基纳,加纳,0,1
2587,2009-11-14,布基纳,马拉维,1,0
2588,2009-6-21,布基纳,科特迪,2,3
2589,2009-3-29,布基纳,几内亚,4,2
2594,2018-6-7,挪威,巴拿马,1,0
2595,2018-3-24,挪威,澳大利,4,1
2596,2017-10-9,挪威,北爱,1,0
2597,2017-9-2,挪威,阿塞拜,2,0
2598,2017-6-14,挪威,瑞典,1,1
2599,2017-6-11,挪威,捷克,1,1
2600,2016-10-12,挪威,圣马力,4,1
2601,2016-9-5,挪威,德国,0,3
2602,2016-9-1,挪威,白俄,0,1
2603,2016-6-2,挪威,冰岛,3,2
2604,2016-3-30,挪威,芬兰,2,0
2605,2015-11-13,挪威,匈牙利,0,1
2606,2015-10-10,挪威,马耳他,2,0
2607,2015-9-6,挪威,克罗地,2,0
2608,2015-6-13,挪威,阿塞拜,0,0
2609,2015-6-9,挪威,瑞典,0,0
2610,2014-11-13,挪威,爱沙尼,0,1
2611,2014-10-14,挪威,保加利,2,1
2612,2014-9-10,挪威,意大利,0,2
2613,2014-5-31,挪威,俄罗斯,1,1
2614,2013-11-20,挪威,苏格兰,0,1
2615,2013-10-16,挪威,冰岛,1,1
2616,2013-9-11,挪威,瑞士,0,2
2617,2013-9-7,挪威,塞浦路,2,0
2618,2013-6-12,挪威,马其顿,2,0
2619,2013-3-23,挪威,阿尔巴,0,1
2620,2013-2-7,挪威,乌克兰,0,2
2621,2012-9-12,挪威,斯洛文,2,1
2622,2012-8-16,挪威,希腊,2,3
2623,2012-6-3,挪威,克罗地,1,1
2624,2012-5-27,挪威,英格兰,0,1
2625,2011-10-12,挪威,塞浦路,3,1
2626,2011-9-3,挪威,冰岛,1,0
2627,2011-8-11,挪威,捷克,3,0
2628,2011-6-8,挪威,立陶宛,1,0
2629,2011-3-27,挪威,丹麦,1,1
2630,2010-9-8,挪威,葡萄牙,1,0
2631,2010-8-12,挪威,法国,2,1
2632,2010-6-3,挪威,乌克兰,0,1
2634,2009-10-10,挪威,南非,1,0
2635,2009-9-10,挪威,马其顿,2,1
2636,2009-8-13,挪威,苏格兰,4,0
2637,2009-4-2,挪威,芬兰,3,2
2638,2008-10-16,挪威,荷兰,0,1
2639,2008-9-7,挪威,冰岛,2,2
2640,2008-8-21,挪威,爱尔兰,1,1
2641,2008-5-29,挪威,乌拉圭,2,2
2642,2007-11-18,挪威,土耳其,1,2
2643,2007-9-13,挪威,希腊,2,2
2645,2017-7-21,牙买加,加拿大,2,1
2646,2017-7-17,牙买加,萨尔瓦,1,1
2647,2016-9-7,牙买加,海地,0,2
2648,2016-6-6,牙买加,委内瑞,0,1
2649,2016-3-26,牙买加,哥斯达,1,1
2650,2015-11-14,牙买加,巴拿马,0,2
2651,2015-9-5,牙买加,尼加拉,2,3
2652,2015-7-27,牙买加,墨西哥,1,3
2653,2015-7-15,牙买加,萨尔瓦,1,0
2654,2015-7-12,牙买加,加拿大,1,0
2657,2014-6-5,牙买加,埃及,2,2
2658,2013-11-16,牙买加,特立尼,0,1
2659,2013-10-16,牙买加,洪都拉,2,2
2660,2013-9-11,牙买加,哥斯达,1,1
2661,2013-6-8,牙买加,美国,1,2
2662,2013-6-5,牙买加,墨西哥,0,1
2663,2013-3-23,牙买加,巴拿马,1,1
2664,2012-10-17,牙买加,安提瓜,4,1
2665,2012-9-8,牙买加,美国,2,1
2666,2012-6-9,牙买加,危地马,2,1
2667,2012-5-28,牙买加,巴拿马,0,1
2669,2011-6-20,牙买加,美国,0,2
2670,2011-6-11,牙买加,危地马,2,0
2671,2011-6-7,牙买加,格林纳,4,0
2673,2010-11-18,牙买加,哥斯达,0,0
2674,2010-10-11,牙买加,特立尼,1,0
2677,2009-7-8,牙买加,哥斯达,0,1
2680,2009-2-12,牙买加,尼日利,0,0
2683,2008-11-20,牙买加,加拿大,3,0
2684,2008-10-16,牙买加,洪都拉,1,0
2685,2008-10-12,牙买加,墨西哥,1,0
2686,2008-9-7,牙买加,墨西哥,0,3
2689,2008-3-27,牙买加,特立尼,2,2
2690,2008-2-7,牙买加,哥斯达,1,1
2694,2018-5-30,巴拿马,北爱,0,0
2695,2017-10-11,巴拿马,哥斯达,2,1
2696,2017-9-6,巴拿马,特立尼,3,0
2697,2017-7-16,巴拿马,马提尼,3,0
2698,2017-7-13,巴拿马,尼加拉,2,1
2699,2017-6-14,巴拿马,洪都拉,2,2
2700,2017-3-29,巴拿马,美国,1,1
2701,2017-1-23,巴拿马,哥斯达,1,0
2702,2017-1-21,巴拿马,萨尔瓦,1,0
2703,2017-1-18,巴拿马,洪都拉,0,1
2704,2017-1-16,巴拿马,尼加拉,2,1
2705,2017-1-14,巴拿马,伯利兹,0,0
2706,2016-11-16,巴拿马,墨西哥,0,0
2707,2016-10-12,巴拿马,墨西哥,0,1
2708,2016-9-3,巴拿马,牙买加,2,0
2710,2016-6-7,巴拿马,玻利维,2,1
2711,2016-5-25,巴拿马,委内瑞,0,0
2712,2016-3-30,巴拿马,海地,1,0
2714,2016-1-9,巴拿马,古巴,4,0
2715,2015-11-18,巴拿马,哥斯达,1,2
2716,2015-10-9,巴拿马,特立尼,1,2
2717,2015-9-5,巴拿马,乌拉圭,0,1
2718,2015-7-23,巴拿马,墨西哥,1,1
2720,2015-6-4,巴拿马,厄瓜多,1,1
2721,2015-4-1,巴拿马,哥斯达,2,1
2722,2014-11-19,巴拿马,加拿大,0,0
2724,2014-6-1,巴拿马,塞尔维,1,1
2725,2013-10-16,巴拿马,美国,2,3
2726,2013-9-7,巴拿马,牙买加,0,0
2727,2013-7-25,巴拿马,墨西哥,2,1
2728,2013-7-21,巴拿马,古巴,6,1
2729,2013-7-15,巴拿马,加拿大,0,0
2730,2013-7-12,巴拿马,马提尼,1,0
2731,2013-6-8,巴拿马,墨西哥,0,0
2732,2013-3-27,巴拿马,洪都拉,2,0
2733,2013-2-7,巴拿马,哥斯达,2,2
2734,2012-11-15,巴拿马,西班牙,1,5
2735,2012-10-13,巴拿马,洪都拉,0,0
2736,2012-9-12,巴拿马,加拿大,2,0
