,id,mainteam,visitteam,matchtime,m_score,v_score,mt,vt,mt_grad,vt_grad,score
0,0.0,德国,沙特,2018-6-9,2.0,1.0,1,0,1544,300,2
1,1.0,德国,巴西,2018-3-28,0.0,1.0,1,2,1544,1384,0
2,2.0,德国,西班牙,2018-3-24,1.0,1.0,1,8,1544,1162,1
3,3.0,德国,法国,2017-11-15,2.0,2.0,1,7,1544,1166,1
4,4.0,德国,阿塞拜,2017-10-9,5.0,1.0,1,0,1544,300,2
5,5.0,德国,挪威,2017-9-5,6.0,0.0,1,48,1544,608,2
6,6.0,德国,墨西哥,2017-6-30,4.0,1.0,1,15,1544,1008,2
7,7.0,德国,喀麦隆,2017-6-25,3.0,1.0,1,50,1544,603,2
8,8.0,德国,智利,2017-6-23,1.0,1.0,1,9,1544,1146,1
9,9.0,德国,圣马力,2017-6-11,7.0,0.0,1,0,1544,300,2
10,10.0,德国,英格兰,2017-3-23,1.0,0.0,1,13,1544,1040,2
11,11.0,德国,北爱,2016-10-12,2.0,0.0,1,0,1544,300,2
12,12.0,德国,捷克,2016-10-9,3.0,0.0,1,0,1544,300,2
13,13.0,德国,芬兰,2016-9-1,2.0,0.0,1,62,1544,507,2
14,14.0,德国,意大利,2016-7-3,1.0,1.0,1,20,1544,947,1
15,15.0,德国,斯洛伐,2016-6-26,3.0,0.0,1,0,1544,300,2
16,16.0,德国,波兰,2016-6-17,0.0,0.0,1,10,1544,1128,1
17,17.0,德国,乌克兰,2016-6-13,2.0,0.0,1,30,1544,777,2
18,18.0,德国,匈牙利,2016-6-4,2.0,0.0,1,49,1544,604,2
19,19.0,德国,斯洛伐,2016-5-29,1.0,3.0,1,0,1544,300,0
20,20.0,德国,意大利,2016-3-30,4.0,1.0,1,20,1544,947,2
21,21.0,德国,英格兰,2016-3-27,2.0,3.0,1,13,1544,1040,0
22,22.0,德国,格鲁吉,2015-10-12,2.0,1.0,1,0,1544,300,2
23,23.0,德国,波兰,2015-9-5,3.0,1.0,1,10,1544,1128,2
24,24.0,德国,美国,2015-6-11,1.0,2.0,1,24,1544,880,0
25,25.0,德国,澳大利,2015-3-26,2.0,2.0,1,0,1544,300,1
26,27.0,德国,爱尔兰,2014-10-15,1.0,1.0,1,0,1544,300,1
27,28.0,德国,苏格兰,2014-9-8,2.0,1.0,1,34,1544,735,2
28,29.0,德国,阿根廷,2014-9-4,2.0,4.0,1,5,1544,1254,0
29,30.0,德国,阿根廷,2014-7-14,0.0,0.0,1,5,1544,1254,1
30,31.0,德国,阿尔及,2014-7-1,0.0,0.0,1,0,1544,300,1
31,32.0,德国,加纳,2014-6-22,2.0,2.0,1,50,1544,603,1
32,33.0,德国,葡萄牙,2014-6-16,4.0,0.0,1,4,1544,1306,2
33,34.0,德国,亚美尼,2014-6-7,6.0,1.0,1,0,1544,300,2
34,35.0,德国,喀麦隆,2014-6-2,2.0,2.0,1,50,1544,603,1
35,36.0,德国,波兰,2014-5-14,0.0,0.0,1,10,1544,1128,1
36,37.0,德国,智利,2014-3-6,1.0,0.0,1,9,1544,1146,2
37,38.0,德国,爱尔兰,2013-10-12,3.0,0.0,1,0,1544,300,2
38,39.0,德国,奥地利,2013-9-7,3.0,0.0,1,26,1544,841,2
39,40.0,德国,巴拉圭,2013-8-15,3.0,3.0,1,32,1544,737,1
40,41.0,德国,哈萨克,2013-3-27,4.0,1.0,1,0,1544,300,2
41,42.0,德国,瑞典,2012-10-17,4.0,4.0,1,23,1544,889,1
42,43.0,德国,法罗,2012-9-8,3.0,0.0,1,0,1544,300,2
43,44.0,德国,阿根廷,2012-8-16,1.0,3.0,1,5,1544,1254,0
44,45.0,德国,意大利,2012-6-29,1.0,2.0,1,20,1544,947,0
45,46.0,德国,希腊,2012-6-23,4.0,2.0,1,44,1544,657,2
46,47.0,德国,葡萄牙,2012-6-10,1.0,0.0,1,4,1544,1306,2
47,48.0,德国,以色列,2012-6-1,2.0,0.0,1,98,1544,347,2
48,49.0,德国,法国,2012-3-1,1.0,2.0,1,7,1544,1166,0
49,50.0,巴西,克罗地,2018-6-3,2.0,0.0,2,0,1384,300,2
50,51.0,巴西,智利,2017-10-11,3.0,0.0,2,9,1384,1146,2
51,52.0,巴西,厄瓜多,2017-9-1,2.0,0.0,2,0,1384,300,2
52,53.0,巴西,巴拉圭,2017-3-29,3.0,0.0,2,32,1384,737,2
53,54.0,巴西,哥伦比,2017-1-26,1.0,0.0,2,0,1384,300,2
54,55.0,巴西,阿根廷,2016-11-11,3.0,0.0,2,5,1384,1254,2
55,56.0,巴西,玻利维,2016-10-7,5.0,0.0,2,0,1384,300,2
56,57.0,巴西,哥伦比,2016-9-7,2.0,1.0,2,0,1384,300,2
57,58.0,巴西,秘鲁,2016-6-13,0.0,1.0,2,11,1384,1106,0
58,59.0,巴西,海地,2016-6-9,7.0,1.0,2,108,1384,302,2
59,60.0,巴西,厄瓜多,2016-6-5,0.0,0.0,2,0,1384,300,1
60,61.0,巴西,巴拿马,2016-5-30,2.0,0.0,2,55,1384,574,2
61,62.0,巴西,乌拉圭,2016-3-26,2.0,2.0,2,17,1384,976,1
62,63.0,巴西,秘鲁,2015-11-18,3.0,0.0,2,11,1384,1106,2
63,64.0,巴西,委内瑞,2015-10-14,3.0,1.0,2,0,1384,300,2
64,65.0,巴西,哥斯达,2015-9-6,1.0,0.0,2,0,1384,300,2
65,66.0,巴西,巴拉圭,2015-6-28,1.0,1.0,2,32,1384,737,1
66,67.0,巴西,委内瑞,2015-6-22,2.0,1.0,2,0,1384,300,2
67,68.0,巴西,哥伦比,2015-6-18,0.0,1.0,2,0,1384,300,0
68,69.0,巴西,秘鲁,2015-6-15,2.0,1.0,2,11,1384,1106,2
69,70.0,巴西,洪都拉,2015-6-11,1.0,0.0,2,0,1384,300,2
70,71.0,巴西,墨西哥,2015-6-8,2.0,0.0,2,15,1384,1008,2
71,72.0,巴西,智利,2015-3-29,1.0,0.0,2,9,1384,1146,2
72,73.0,巴西,阿根廷,2014-10-11,2.0,0.0,2,5,1384,1254,2
73,74.0,巴西,厄瓜多,2014-9-10,1.0,0.0,2,0,1384,300,2
74,75.0,巴西,哥伦比,2014-9-6,1.0,0.0,2,0,1384,300,2
75,76.0,巴西,荷兰,2014-7-13,0.0,3.0,2,19,1384,969,0
76,77.0,巴西,德国,2014-7-9,1.0,7.0,2,1,1384,1544,0
77,78.0,巴西,哥伦比,2014-7-5,2.0,1.0,2,0,1384,300,2
78,79.0,巴西,智利,2014-6-28,1.0,1.0,2,9,1384,1146,1
79,80.0,巴西,喀麦隆,2014-6-24,4.0,1.0,2,50,1384,603,2
80,81.0,巴西,墨西哥,2014-6-18,0.0,0.0,2,15,1384,1008,1
81,82.0,巴西,克罗地,2014-6-13,3.0,1.0,2,0,1384,300,2
82,83.0,巴西,塞尔维,2014-6-7,1.0,0.0,2,0,1384,300,2
83,84.0,巴西,巴拿马,2014-6-4,4.0,0.0,2,55,1384,574,2
84,85.0,巴西,智利,2013-11-20,2.0,1.0,2,9,1384,1146,2
85,86.0,巴西,洪都拉,2013-11-17,5.0,0.0,2,0,1384,300,2
86,87.0,巴西,赞比亚,2013-10-15,2.0,0.0,2,78,1384,412,2
87,88.0,巴西,葡萄牙,2013-9-11,3.0,1.0,2,4,1384,1306,2
88,89.0,巴西,澳大利,2013-9-8,6.0,0.0,2,0,1384,300,2
89,90.0,巴西,西班牙,2013-7-1,3.0,0.0,2,8,1384,1162,2
90,91.0,巴西,乌拉圭,2013-6-27,2.0,1.0,2,17,1384,976,2
91,92.0,巴西,意大利,2013-6-23,4.0,2.0,2,20,1384,947,2
92,93.0,巴西,墨西哥,2013-6-20,2.0,0.0,2,15,1384,1008,2
93,94.0,巴西,日本,2013-6-16,3.0,0.0,2,60,1384,528,2
94,95.0,巴西,法国,2013-6-10,3.0,0.0,2,7,1384,1166,2
95,96.0,巴西,英格兰,2013-6-3,2.0,2.0,2,13,1384,1040,1
96,97.0,巴西,俄罗斯,2013-3-26,1.0,1.0,2,66,1384,493,1
97,98.0,巴西,意大利,2013-3-22,2.0,2.0,2,20,1384,947,1
98,99.0,巴西,哥伦比,2012-11-15,1.0,1.0,2,0,1384,300,1
99,100.0,比利时,哥斯达,2018-6-12,4.0,1.0,3,0,1346,300,2
100,101.0,比利时,埃及,2018-6-7,3.0,0.0,3,46,1346,636,2
101,102.0,比利时,葡萄牙,2018-6-3,0.0,0.0,3,4,1346,1306,1
102,103.0,比利时,沙特,2018-3-28,4.0,0.0,3,0,1346,300,2
103,104.0,比利时,日本,2017-11-15,1.0,0.0,3,60,1346,528,2
104,105.0,比利时,墨西哥,2017-11-11,3.0,3.0,3,15,1346,1008,1
105,106.0,比利时,塞浦路,2017-10-11,4.0,0.0,3,0,1346,300,2
106,107.0,比利时,直布罗,2017-9-1,9.0,0.0,3,0,1346,300,2
107,108.0,比利时,捷克,2017-6-6,2.0,1.0,3,0,1346,300,2
108,109.0,比利时,希腊,2017-3-26,1.0,1.0,3,44,1346,657,1
109,110.0,比利时,爱沙尼,2016-11-14,8.0,1.0,3,0,1346,300,2
110,111.0,比利时,波黑,2016-10-8,4.0,0.0,3,41,1346,688,2
111,112.0,比利时,西班牙,2016-9-2,0.0,2.0,3,8,1346,1162,0
112,113.0,比利时,爱尔兰,2016-6-18,3.0,0.0,3,0,1346,300,2
113,114.0,比利时,意大利,2016-6-14,0.0,2.0,3,20,1346,947,0
114,115.0,比利时,挪威,2016-6-5,3.0,2.0,3,48,1346,608,2
115,116.0,比利时,芬兰,2016-6-2,1.0,1.0,3,62,1346,507,1
116,117.0,比利时,意大利,2015-11-14,3.0,1.0,3,20,1346,947,2
117,118.0,比利时,以色列,2015-10-14,3.0,1.0,3,98,1346,347,2
118,119.0,比利时,波黑,2015-9-4,3.0,1.0,3,41,1346,688,2
119,120.0,比利时,塞浦路,2015-3-29,5.0,0.0,3,0,1346,300,2
120,121.0,比利时,威尔士,2014-11-17,0.0,0.0,3,21,1346,931,1
121,122.0,比利时,冰岛,2014-11-13,3.0,1.0,3,22,1346,930,2
122,123.0,比利时,安道尔,2014-10-11,6.0,0.0,3,0,1346,300,2
123,124.0,比利时,澳大利,2014-9-5,2.0,0.0,3,0,1346,300,2
124,125.0,比利时,美国,2014-7-2,0.0,0.0,3,24,1346,880,1
125,126.0,比利时,俄罗斯,2014-6-22,1.0,0.0,3,66,1346,493,2
126,127.0,比利时,阿尔及,2014-6-17,2.0,1.0,3,0,1346,300,2
127,128.0,比利时,突尼斯,2014-6-8,1.0,0.0,3,14,1346,1012,2
128,129.0,比利时,卢森堡,2014-5-27,5.0,1.0,3,83,1346,401,2
129,130.0,比利时,科特迪,2014-3-6,2.0,2.0,3,0,1346,300,1
130,131.0,比利时,日本,2013-11-20,2.0,3.0,3,60,1346,528,0
131,132.0,比利时,哥伦比,2013-11-15,0.0,2.0,3,0,1346,300,0
132,133.0,比利时,威尔士,2013-10-16,1.0,1.0,3,21,1346,931,1
133,134.0,比利时,法国,2013-8-15,0.0,0.0,3,7,1346,1166,1
134,135.0,比利时,塞尔维,2013-6-8,2.0,1.0,3,0,1346,300,2
135,136.0,比利时,马其顿,2013-3-27,1.0,0.0,3,77,1346,422,2
136,137.0,比利时,斯洛伐,2013-2-7,2.0,1.0,3,0,1346,300,2
137,138.0,比利时,苏格兰,2012-10-17,2.0,0.0,3,34,1346,735,2
138,139.0,比利时,克罗地,2012-9-12,1.0,1.0,3,0,1346,300,1
139,140.0,比利时,荷兰,2012-8-16,4.0,2.0,3,19,1346,969,2
140,141.0,比利时,黑山,2012-5-26,2.0,2.0,3,43,1346,671,1
141,142.0,比利时,罗马尼,2011-11-12,2.0,1.0,3,0,1346,300,2
142,143.0,比利时,哈萨克,2011-10-8,4.0,1.0,3,0,1346,300,2
143,144.0,比利时,美国,2011-9-7,1.0,0.0,3,24,1346,880,2
144,145.0,比利时,土耳其,2011-6-4,1.0,1.0,3,37,1346,714,1
145,146.0,比利时,阿塞拜,2011-3-30,4.0,1.0,3,0,1346,300,2
146,147.0,比利时,芬兰,2011-2-10,1.0,1.0,3,62,1346,507,1
147,148.0,比利时,奥地利,2010-10-13,4.0,4.0,3,26,1346,841,1
148,149.0,比利时,德国,2010-9-4,0.0,1.0,3,1,1346,1544,0
149,150.0,葡萄牙,阿尔及,2018-6-8,3.0,0.0,4,0,1306,300,2
150,151.0,葡萄牙,突尼斯,2018-5-29,2.0,2.0,4,14,1306,1012,1
151,152.0,葡萄牙,荷兰,2018-3-27,0.0,3.0,4,19,1306,969,0
152,153.0,葡萄牙,埃及,2018-3-24,2.0,1.0,4,46,1306,636,2
153,154.0,葡萄牙,美国,2017-11-15,1.0,1.0,4,24,1306,880,1
154,155.0,葡萄牙,沙特,2017-11-11,3.0,0.0,4,0,1306,300,2
155,156.0,葡萄牙,瑞士,2017-10-11,2.0,0.0,4,6,1306,1179,2
156,157.0,葡萄牙,法罗,2017-9-1,5.0,1.0,4,0,1306,300,2
157,158.0,葡萄牙,墨西哥,2017-7-2,1.0,1.0,4,15,1306,1008,1
158,159.0,葡萄牙,智利,2017-6-29,0.0,0.0,4,9,1306,1146,1
159,160.0,葡萄牙,墨西哥,2017-6-18,2.0,2.0,4,15,1306,1008,1
160,161.0,葡萄牙,塞浦路,2017-6-3,4.0,0.0,4,0,1306,300,2
161,162.0,葡萄牙,瑞典,2017-3-29,2.0,3.0,4,23,1306,889,0
162,163.0,葡萄牙,匈牙利,2017-3-26,3.0,0.0,4,49,1306,604,2
163,164.0,葡萄牙,拉脱维,2016-11-14,4.0,1.0,4,0,1306,300,2
164,165.0,葡萄牙,安道尔,2016-10-8,6.0,0.0,4,0,1306,300,2
165,166.0,葡萄牙,直布罗,2016-9-2,5.0,0.0,4,0,1306,300,2
166,167.0,葡萄牙,威尔士,2016-7-7,2.0,0.0,4,21,1306,931,2
167,168.0,葡萄牙,奥地利,2016-6-19,0.0,0.0,4,26,1306,841,1
168,169.0,葡萄牙,冰岛,2016-6-15,1.0,1.0,4,22,1306,930,1
169,170.0,葡萄牙,爱沙尼,2016-6-9,7.0,0.0,4,0,1306,300,2
170,171.0,葡萄牙,挪威,2016-5-30,3.0,0.0,4,48,1306,608,2
171,172.0,葡萄牙,比利时,2016-3-30,2.0,1.0,4,3,1306,1346,2
172,173.0,葡萄牙,保加利,2016-3-26,0.0,1.0,4,0,1306,300,0
173,174.0,葡萄牙,丹麦,2015-10-9,1.0,0.0,4,12,1306,1054,2
174,175.0,葡萄牙,法国,2015-9-5,0.0,1.0,4,7,1306,1166,0
175,176.0,葡萄牙,意大利,2015-6-17,1.0,0.0,4,20,1306,947,2
176,177.0,葡萄牙,佛得角,2015-4-1,0.0,2.0,4,0,1306,300,0
177,178.0,葡萄牙,塞尔维,2015-3-30,2.0,1.0,4,0,1306,300,2
178,179.0,葡萄牙,阿根廷,2014-11-19,1.0,0.0,4,5,1306,1254,2
179,180.0,葡萄牙,亚美尼,2014-11-15,1.0,0.0,4,0,1306,300,2
180,181.0,葡萄牙,阿尔巴,2014-9-8,0.0,1.0,4,0,1306,300,0
181,182.0,葡萄牙,加纳,2014-6-26,2.0,1.0,4,50,1306,603,2
182,183.0,葡萄牙,爱尔兰,2014-6-11,5.0,1.0,4,0,1306,300,2
183,184.0,葡萄牙,希腊,2014-6-1,0.0,0.0,4,44,1306,657,1
184,185.0,葡萄牙,喀麦隆,2014-3-6,5.0,1.0,4,50,1306,603,2
185,186.0,葡萄牙,瑞典,2013-11-16,1.0,0.0,4,23,1306,889,2
186,187.0,葡萄牙,卢森堡,2013-10-16,3.0,0.0,4,83,1306,401,2
187,188.0,葡萄牙,以色列,2013-10-12,1.0,1.0,4,98,1306,347,1
188,189.0,葡萄牙,荷兰,2013-8-15,1.0,1.0,4,19,1306,969,1
189,190.0,葡萄牙,俄罗斯,2013-6-8,1.0,0.0,4,66,1306,493,2
190,191.0,葡萄牙,厄瓜多,2013-2-7,2.0,3.0,4,0,1306,300,0
191,192.0,葡萄牙,北爱,2012-10-17,1.0,1.0,4,0,1306,300,1
192,193.0,葡萄牙,阿塞拜,2012-9-12,3.0,0.0,4,0,1306,300,2
193,194.0,葡萄牙,巴拿马,2012-8-16,2.0,0.0,4,55,1306,574,2
194,195.0,葡萄牙,西班牙,2012-6-28,0.0,0.0,4,8,1306,1162,1
195,196.0,葡萄牙,荷兰,2012-6-18,2.0,1.0,4,19,1306,969,2
196,197.0,葡萄牙,土耳其,2012-6-3,1.0,3.0,4,37,1306,714,0
197,198.0,葡萄牙,马其顿,2012-5-26,0.0,0.0,4,77,1306,422,1
198,199.0,葡萄牙,波黑,2011-11-16,6.0,2.0,4,41,1306,688,2
199,200.0,阿根廷,海地,2018-5-30,4.0,0.0,5,108,1254,302,2
200,201.0,阿根廷,意大利,2018-3-24,2.0,0.0,5,20,1254,947,2
201,202.0,阿根廷,秘鲁,2017-10-6,0.0,0.0,5,11,1254,1106,1
202,203.0,阿根廷,委内瑞,2017-9-6,1.0,1.0,5,0,1254,300,1
203,204.0,阿根廷,巴西,2017-6-9,1.0,0.0,5,2,1254,1384,2
204,205.0,阿根廷,智利,2017-3-24,1.0,0.0,5,9,1254,1146,2
205,206.0,阿根廷,哥伦比,2016-11-16,3.0,0.0,5,0,1254,300,2
206,207.0,阿根廷,巴拉圭,2016-10-12,0.0,1.0,5,32,1254,737,0
207,208.0,阿根廷,乌拉圭,2016-9-2,1.0,0.0,5,17,1254,976,2
208,209.0,阿根廷,智利,2016-6-27,0.0,0.0,5,9,1254,1146,1
209,210.0,阿根廷,委内瑞,2016-6-19,4.0,1.0,5,0,1254,300,2
210,211.0,阿根廷,玻利维,2016-6-15,3.0,0.0,5,0,1254,300,2
211,212.0,阿根廷,巴拿马,2016-6-11,5.0,0.0,5,55,1254,574,2
212,213.0,阿根廷,智利,2016-6-7,2.0,1.0,5,9,1254,1146,2
213,214.0,阿根廷,洪都拉,2016-5-28,1.0,0.0,5,0,1254,300,2
214,215.0,阿根廷,玻利维,2016-3-30,2.0,0.0,5,0,1254,300,2
215,216.0,阿根廷,巴西,2015-11-14,1.0,1.0,5,2,1254,1384,1
216,217.0,阿根廷,厄瓜多,2015-10-9,0.0,2.0,5,0,1254,300,0
217,218.0,阿根廷,墨西哥,2015-9-9,2.0,2.0,5,15,1254,1008,1
218,219.0,阿根廷,玻利维,2015-9-5,7.0,0.0,5,0,1254,300,2
219,220.0,阿根廷,巴拉圭,2015-7-1,6.0,1.0,5,32,1254,737,2
220,221.0,阿根廷,哥伦比,2015-6-27,0.0,0.0,5,0,1254,300,1
221,222.0,阿根廷,牙买加,2015-6-21,1.0,0.0,5,52,1254,587,2
222,223.0,阿根廷,乌拉圭,2015-6-17,1.0,0.0,5,17,1254,976,2
223,224.0,阿根廷,巴拉圭,2015-6-14,2.0,2.0,5,32,1254,737,1
224,225.0,阿根廷,玻利维,2015-6-7,5.0,0.0,5,0,1254,300,2
225,226.0,阿根廷,厄瓜多,2015-4-1,2.0,1.0,5,0,1254,300,2
226,227.0,阿根廷,克罗地,2014-11-13,2.0,1.0,5,0,1254,300,2
227,228.0,阿根廷,荷兰,2014-7-10,0.0,0.0,5,19,1254,969,1
228,229.0,阿根廷,比利时,2014-7-5,1.0,0.0,5,3,1254,1346,2
229,230.0,阿根廷,瑞士,2014-7-1,0.0,0.0,5,6,1254,1179,1
230,231.0,阿根廷,伊朗,2014-6-21,1.0,0.0,5,34,1254,784,2
231,232.0,阿根廷,波黑,2014-6-16,2.0,1.0,5,41,1254,688,2
232,233.0,阿根廷,斯洛文,2014-6-8,2.0,0.0,5,0,1254,300,2
233,234.0,阿根廷,特立尼,2014-6-5,3.0,0.0,5,0,1254,300,2
234,235.0,阿根廷,波黑,2013-11-19,2.0,0.0,5,41,1254,688,2
235,236.0,阿根廷,厄瓜多,2013-11-16,0.0,0.0,5,0,1254,300,1
236,237.0,阿根廷,秘鲁,2013-10-12,3.0,1.0,5,11,1254,1106,2
237,238.0,阿根廷,哥伦比,2013-6-8,0.0,0.0,5,0,1254,300,1
238,239.0,阿根廷,委内瑞,2013-3-23,3.0,0.0,5,0,1254,300,2
239,240.0,阿根廷,巴西,2012-11-22,2.0,1.0,5,2,1254,1384,2
240,241.0,阿根廷,乌拉圭,2012-10-13,3.0,0.0,5,17,1254,976,2
241,242.0,阿根廷,巴拉圭,2012-9-8,3.0,1.0,5,32,1254,737,2
242,243.0,阿根廷,巴西,2012-6-10,4.0,3.0,5,2,1254,1384,2
243,244.0,阿根廷,厄瓜多,2012-6-3,4.0,0.0,5,0,1254,300,2
244,245.0,阿根廷,玻利维,2011-11-12,1.0,1.0,5,0,1254,300,1
245,246.0,阿根廷,智利,2011-10-8,4.0,1.0,5,9,1254,1146,2
246,247.0,阿根廷,巴西,2011-9-15,0.0,0.0,5,2,1254,1384,1
247,248.0,阿根廷,尼日利,2011-9-6,3.0,1.0,5,0,1254,300,2
248,249.0,阿根廷,乌拉圭,2011-7-17,1.0,1.0,5,17,1254,976,1
249,250.0,瑞士,日本,2018-6-9,2.0,0.0,6,60,1179,528,2
250,251.0,瑞士,巴拿马,2018-3-28,6.0,0.0,6,55,1179,574,2
251,252.0,瑞士,北爱,2017-11-13,0.0,0.0,6,0,1179,300,1
252,253.0,瑞士,匈牙利,2017-10-8,5.0,2.0,6,49,1179,604,2
253,254.0,瑞士,安道尔,2017-9-1,3.0,0.0,6,0,1179,300,2
254,255.0,瑞士,白俄,2017-6-2,1.0,0.0,6,0,1179,300,2
255,256.0,瑞士,拉脱维,2017-3-26,1.0,0.0,6,0,1179,300,2
256,257.0,瑞士,法罗,2016-11-14,2.0,0.0,6,0,1179,300,2
257,258.0,瑞士,葡萄牙,2016-9-7,2.0,0.0,6,4,1179,1306,2
258,259.0,瑞士,波兰,2016-6-25,1.0,1.0,6,10,1179,1128,1
259,260.0,瑞士,摩尔多,2016-6-3,2.0,1.0,6,0,1179,300,2
260,261.0,瑞士,比利时,2016-5-28,1.0,2.0,6,3,1179,1346,0
261,262.0,瑞士,波黑,2016-3-30,0.0,2.0,6,41,1179,688,0
262,263.0,瑞士,圣马力,2015-10-10,7.0,0.0,6,0,1179,300,2
263,264.0,瑞士,斯洛文,2015-9-6,3.0,2.0,6,0,1179,300,2
264,265.0,瑞士,列支敦,2015-6-11,3.0,0.0,6,0,1179,300,2
265,266.0,瑞士,美国,2015-3-31,1.0,1.0,6,24,1179,880,1
266,267.0,瑞士,爱沙尼,2015-3-28,3.0,0.0,6,0,1179,300,2
267,268.0,瑞士,立陶宛,2014-11-16,4.0,0.0,6,0,1179,300,2
268,269.0,瑞士,英格兰,2014-9-9,0.0,2.0,6,13,1179,1040,0
269,270.0,瑞士,法国,2014-6-21,2.0,5.0,6,7,1179,1166,0
270,271.0,瑞士,厄瓜多,2014-6-15,2.0,1.0,6,0,1179,300,2
271,272.0,瑞士,秘鲁,2014-6-4,2.0,0.0,6,11,1179,1106,2
272,273.0,瑞士,牙买加,2014-5-31,1.0,0.0,6,52,1179,587,2
273,274.0,瑞士,克罗地,2014-3-6,2.0,2.0,6,0,1179,300,1
274,275.0,瑞士,斯洛文,2013-10-16,1.0,0.0,6,0,1179,300,2
275,276.0,瑞士,冰岛,2013-9-7,4.0,4.0,6,22,1179,930,1
276,277.0,瑞士,巴西,2013-8-15,1.0,0.0,6,2,1179,1384,2
277,278.0,瑞士,塞浦路,2013-6-8,1.0,0.0,6,0,1179,300,2
278,279.0,瑞士,挪威,2012-10-13,1.0,1.0,6,48,1179,608,1
279,280.0,瑞士,阿尔巴,2012-9-12,2.0,0.0,6,0,1179,300,2
280,281.0,瑞士,罗马尼,2012-5-31,0.0,1.0,6,0,1179,300,0
281,282.0,瑞士,德国,2012-5-26,5.0,3.0,6,1,1179,1544,2
282,283.0,瑞士,阿根廷,2012-3-1,1.0,3.0,6,5,1179,1254,0
283,284.0,瑞士,黑山,2011-10-12,2.0,0.0,6,43,1179,671,2
284,285.0,瑞士,保加利,2011-9-7,3.0,1.0,6,0,1179,300,2
285,286.0,瑞士,乌克兰,2010-11-18,2.0,2.0,6,30,1179,777,1
286,287.0,瑞士,威尔士,2010-10-13,4.0,1.0,6,21,1179,931,2
287,288.0,瑞士,英格兰,2010-9-8,1.0,3.0,6,13,1179,1040,0
288,289.0,瑞士,澳大利,2010-9-4,0.0,0.0,6,0,1179,300,1
289,290.0,瑞士,洪都拉,2010-6-26,0.0,0.0,6,0,1179,300,1
290,291.0,瑞士,意大利,2010-6-6,1.0,1.0,6,20,1179,947,1
291,292.0,瑞士,哥斯达,2010-6-2,0.0,1.0,6,0,1179,300,0
292,293.0,瑞士,乌拉圭,2010-3-4,1.0,3.0,6,17,1179,976,0
293,294.0,瑞士,挪威,2009-11-15,0.0,1.0,6,48,1179,608,0
294,295.0,瑞士,以色列,2009-10-15,0.0,0.0,6,98,1179,347,1
295,296.0,瑞士,希腊,2009-9-6,2.0,0.0,6,44,1179,657,2
296,297.0,瑞士,意大利,2009-8-13,0.0,0.0,6,20,1179,947,1
297,298.0,瑞士,摩尔多,2009-4-2,2.0,0.0,6,0,1179,300,2
298,299.0,瑞士,保加利,2009-2-12,1.0,1.0,6,0,1179,300,1
299,300.0,法国,美国,2018-6-10,1.0,1.0,7,24,1166,880,1
300,301.0,法国,意大利,2018-6-2,3.0,1.0,7,20,1166,947,2
301,302.0,法国,爱尔兰,2018-5-29,2.0,0.0,7,0,1166,300,2
302,303.0,法国,哥伦比,2018-3-24,2.0,3.0,7,0,1166,300,0
303,304.0,法国,威尔士,2017-11-11,2.0,0.0,7,21,1166,931,2
304,305.0,法国,白俄,2017-10-11,2.0,1.0,7,0,1166,300,2
305,306.0,法国,卢森堡,2017-9-4,0.0,0.0,7,83,1166,401,1
306,307.0,法国,荷兰,2017-9-1,4.0,0.0,7,19,1166,969,2
307,308.0,法国,英格兰,2017-6-14,3.0,2.0,7,13,1166,1040,2
308,309.0,法国,巴拉圭,2017-6-3,5.0,0.0,7,32,1166,737,2
309,310.0,法国,西班牙,2017-3-29,0.0,2.0,7,8,1166,1162,0
310,311.0,法国,科特迪,2016-11-16,0.0,0.0,7,0,1166,300,1
311,312.0,法国,瑞典,2016-11-12,2.0,1.0,7,23,1166,889,2
312,313.0,法国,保加利,2016-10-8,4.0,1.0,7,0,1166,300,2
313,314.0,法国,葡萄牙,2016-7-11,0.0,0.0,7,4,1166,1306,1
314,315.0,法国,德国,2016-7-8,2.0,0.0,7,1,1166,1544,2
315,316.0,法国,冰岛,2016-7-4,5.0,2.0,7,22,1166,930,2
316,317.0,法国,爱尔兰,2016-6-26,2.0,1.0,7,0,1166,300,2
317,318.0,法国,瑞士,2016-6-20,0.0,0.0,7,6,1166,1179,1
318,319.0,法国,阿尔巴,2016-6-16,2.0,0.0,7,0,1166,300,2
319,320.0,法国,罗马尼,2016-6-11,2.0,1.0,7,0,1166,300,2
320,321.0,法国,苏格兰,2016-6-5,3.0,0.0,7,34,1166,735,2
321,322.0,法国,喀麦隆,2016-5-31,3.0,2.0,7,50,1166,603,2
322,323.0,法国,俄罗斯,2016-3-30,4.0,2.0,7,66,1166,493,2
323,324.0,法国,德国,2015-11-14,2.0,0.0,7,1,1166,1544,2
324,325.0,法国,亚美尼,2015-10-9,4.0,0.0,7,0,1166,300,2
325,326.0,法国,塞尔维,2015-9-8,2.0,1.0,7,0,1166,300,2
326,327.0,法国,比利时,2015-6-8,3.0,4.0,7,3,1166,1346,0
327,328.0,法国,丹麦,2015-3-30,2.0,0.0,7,12,1166,1054,2
328,329.0,法国,巴西,2015-3-27,1.0,3.0,7,2,1166,1384,0
329,330.0,法国,瑞典,2014-11-19,1.0,0.0,7,23,1166,889,2
330,331.0,法国,阿尔巴,2014-11-15,1.0,1.0,7,0,1166,300,1
