,id,mainteam,visitteam,matchtime,m_score,v_score,mt,vt,mt_grad,vt_grad,score
1081,1150.0,瑞典,秘鲁,2018-6-10,0.0,0.0,23,11,889,1106,1
1082,1151.0,瑞典,丹麦,2018-6-3,0.0,0.0,23,12,889,1054,1
1083,1152.0,瑞典,智利,2018-3-25,1.0,2.0,23,9,889,1146,0
1084,1153.0,瑞典,丹麦,2018-1-12,1.0,0.0,23,12,889,1054,2
1085,1155.0,瑞典,意大利,2017-11-11,1.0,0.0,23,20,889,947,2
1086,1156.0,瑞典,卢森堡,2017-10-7,8.0,0.0,23,83,889,401,2
1087,1157.0,瑞典,法国,2017-6-10,2.0,1.0,23,7,889,1166,2
1088,1158.0,瑞典,白俄,2017-3-26,4.0,0.0,23,0,889,300,2
1089,1159.0,瑞典,斯洛伐,2017-1-12,6.0,0.0,23,0,889,300,2
1090,1160.0,瑞典,科特迪,2017-1-8,1.0,2.0,23,0,889,300,0
1091,1161.0,瑞典,保加利,2016-10-11,3.0,0.0,23,0,889,300,2
1092,1162.0,瑞典,荷兰,2016-9-7,1.0,1.0,23,19,889,969,1
1093,1163.0,瑞典,比利时,2016-6-23,0.0,1.0,23,3,889,1346,0
1094,1164.0,瑞典,威尔士,2016-6-5,3.0,0.0,23,21,889,931,2
1095,1165.0,瑞典,斯洛文,2016-5-31,0.0,0.0,23,0,889,300,1
1096,1166.0,瑞典,捷克,2016-3-30,1.0,1.0,23,0,889,300,1
1097,1168.0,瑞典,丹麦,2015-11-15,2.0,1.0,23,12,889,1054,2
1098,1169.0,瑞典,摩尔多,2015-10-12,2.0,0.0,23,0,889,300,2
1099,1170.0,瑞典,奥地利,2015-9-9,1.0,4.0,23,26,889,841,0
1100,1171.0,瑞典,黑山,2015-6-15,3.0,1.0,23,43,889,671,2
1101,1172.0,瑞典,伊朗,2015-4-1,3.0,1.0,23,34,889,784,2
1102,1175.0,瑞典,列支敦,2014-10-13,2.0,0.0,23,0,889,300,2
1103,1176.0,瑞典,俄罗斯,2014-10-10,1.0,1.0,23,66,889,493,1
1104,1177.0,瑞典,爱沙尼,2014-9-5,2.0,0.0,23,0,889,300,2
1105,1178.0,瑞典,比利时,2014-6-2,0.0,2.0,23,3,889,1346,0
1106,1180.0,瑞典,葡萄牙,2013-11-20,2.0,3.0,23,4,889,1306,0
1107,1181.0,瑞典,德国,2013-10-16,3.0,5.0,23,1,889,1544,0
1108,1182.0,瑞典,奥地利,2013-10-12,2.0,1.0,23,26,889,841,2
1109,1183.0,瑞典,挪威,2013-8-15,4.0,2.0,23,48,889,608,2
1110,1184.0,瑞典,法罗,2013-6-12,2.0,0.0,23,0,889,300,2
1111,1185.0,瑞典,马其顿,2013-6-4,1.0,0.0,23,77,889,422,2
1112,1186.0,瑞典,爱尔兰,2013-3-23,0.0,0.0,23,0,889,300,1
1113,1187.0,瑞典,阿根廷,2013-2-7,2.0,3.0,23,5,889,1254,0
1114,1188.0,瑞典,英格兰,2012-11-15,4.0,2.0,23,13,889,1040,2
1115,1189.0,瑞典,哈萨克,2012-9-12,2.0,0.0,23,0,889,300,2
1116,1190.0,瑞典,中国,2012-9-7,1.0,0.0,23,73,889,431,2
1117,1191.0,瑞典,巴西,2012-8-16,0.0,3.0,23,2,889,1384,0
1118,1192.0,瑞典,法国,2012-6-20,2.0,0.0,23,7,889,1166,2
1119,1193.0,瑞典,英格兰,2012-6-16,2.0,3.0,23,13,889,1040,0
1120,1194.0,瑞典,塞尔维,2012-6-6,2.0,1.0,23,0,889,300,2
1121,1195.0,瑞典,冰岛,2012-5-31,3.0,2.0,23,22,889,930,2
1122,1196.0,瑞典,荷兰,2011-10-12,3.0,2.0,23,19,889,969,2
1123,1197.0,瑞典,芬兰,2011-6-8,5.0,0.0,23,62,889,507,2
1124,1198.0,瑞典,摩尔多,2011-3-30,2.0,1.0,23,0,889,300,2
1125,1199.0,瑞典,德国,2010-11-18,0.0,0.0,23,1,889,1544,1
1126,1200.0,美国,爱尔兰,2018-6-3,1.0,2.0,24,0,880,300,0
1127,1201.0,美国,玻利维,2018-5-29,3.0,0.0,24,0,880,300,2
1128,1202.0,美国,巴拉圭,2018-3-28,1.0,0.0,24,32,880,737,2
1129,1203.0,美国,波黑,2018-1-29,0.0,0.0,24,41,880,688,1
1130,1204.0,美国,巴拿马,2017-10-7,4.0,0.0,24,55,880,574,2
1131,1205.0,美国,哥斯达,2017-9-2,0.0,2.0,24,0,880,300,0
1132,1206.0,美国,牙买加,2017-7-27,2.0,1.0,24,52,880,587,2
1133,1207.0,美国,萨尔瓦,2017-7-20,2.0,0.0,24,0,880,300,2
1134,1208.0,美国,尼加拉,2017-7-16,3.0,0.0,24,0,880,300,2
1135,1209.0,美国,马提尼,2017-7-13,3.0,2.0,24,0,880,300,2
1136,1210.0,美国,巴拿马,2017-7-9,1.0,1.0,24,55,880,574,1
1137,1211.0,美国,加纳,2017-7-2,2.0,1.0,24,50,880,603,2
1138,1212.0,美国,特立尼,2017-6-9,2.0,0.0,24,0,880,300,2
1139,1213.0,美国,委内瑞,2017-6-4,1.0,1.0,24,0,880,300,1
1140,1214.0,美国,洪都拉,2017-3-25,6.0,0.0,24,0,880,300,2
1141,1215.0,美国,牙买加,2017-2-4,1.0,0.0,24,52,880,587,2
1142,1216.0,美国,墨西哥,2016-11-12,1.0,2.0,24,15,880,1008,0
1143,1217.0,美国,新西兰,2016-10-12,1.0,1.0,24,0,880,300,1
1144,1218.0,美国,特立尼,2016-9-7,4.0,0.0,24,0,880,300,2
1145,1219.0,美国,哥伦比,2016-6-26,0.0,1.0,24,0,880,300,0
1146,1220.0,美国,阿根廷,2016-6-22,0.0,4.0,24,5,880,1254,0
1147,1221.0,美国,厄瓜多,2016-6-17,2.0,1.0,24,0,880,300,2
1148,1222.0,美国,巴拉圭,2016-6-12,1.0,0.0,24,32,880,737,2
1149,1223.0,美国,哥斯达,2016-6-8,4.0,0.0,24,0,880,300,2
1150,1224.0,美国,哥伦比,2016-6-4,0.0,2.0,24,0,880,300,0
1151,1225.0,美国,玻利维,2016-5-29,4.0,0.0,24,0,880,300,2
1152,1226.0,美国,厄瓜多,2016-5-26,1.0,0.0,24,0,880,300,2
1153,1227.0,美国,危地马,2016-3-30,4.0,0.0,24,0,880,300,2
1154,1228.0,美国,加拿大,2016-2-6,1.0,0.0,24,80,880,407,2
1155,1229.0,美国,冰岛,2016-2-1,3.0,2.0,24,22,880,930,2
1156,1230.0,美国,圣文森特,2015-11-14,6.0,1.0,24,0,880,300,2
1157,1231.0,美国,哥斯达,2015-10-14,0.0,1.0,24,0,880,300,0
1158,1232.0,美国,墨西哥,2015-10-11,1.0,1.0,24,15,880,1008,1
1159,1233.0,美国,巴西,2015-9-9,1.0,4.0,24,2,880,1384,0
1160,1234.0,美国,秘鲁,2015-9-5,2.0,1.0,24,11,880,1106,2
1161,1235.0,美国,巴拿马,2015-7-26,1.0,1.0,24,55,880,574,1
1162,1236.0,美国,牙买加,2015-7-23,1.0,2.0,24,52,880,587,0
1163,1237.0,美国,古巴,2015-7-19,6.0,0.0,24,0,880,300,2
1164,1238.0,美国,巴拿马,2015-7-14,1.0,1.0,24,55,880,574,1
1165,1239.0,美国,海地,2015-7-11,1.0,0.0,24,108,880,302,2
1166,1241.0,美国,危地马,2015-7-4,4.0,0.0,24,0,880,300,2
1167,1242.0,美国,墨西哥,2015-4-16,2.0,0.0,24,15,880,1008,2
1168,1244.0,美国,哥伦比,2014-11-15,1.0,2.0,24,0,880,300,0
1169,1245.0,美国,洪都拉,2014-10-15,1.0,1.0,24,0,880,300,1
1170,1246.0,美国,厄瓜多,2014-10-11,1.0,1.0,24,0,880,300,1
1171,1247.0,美国,德国,2014-6-26,0.0,1.0,24,1,880,1544,0
1172,1248.0,美国,葡萄牙,2014-6-23,2.0,2.0,24,4,880,1306,1
1173,1249.0,美国,尼日利,2014-6-8,2.0,1.0,24,0,880,300,2
1174,1250.0,奥地利,巴西,2018-6-10,0.0,3.0,26,2,841,1384,0
1175,1251.0,奥地利,德国,2018-6-2,2.0,1.0,26,1,841,1544,2
1176,1252.0,奥地利,俄罗斯,2018-5-31,1.0,0.0,26,66,841,493,2
1177,1253.0,奥地利,斯洛文,2018-3-24,3.0,0.0,26,0,841,300,2
1178,1254.0,奥地利,乌拉圭,2017-11-15,2.0,1.0,26,17,841,976,2
1179,1255.0,奥地利,塞尔维,2017-10-7,3.0,2.0,26,0,841,300,2
1180,1256.0,奥地利,格鲁吉,2017-9-6,1.0,1.0,26,0,841,300,1
1181,1257.0,奥地利,芬兰,2017-3-29,1.0,1.0,26,62,841,507,1
1182,1258.0,奥地利,摩尔多,2017-3-25,2.0,0.0,26,0,841,300,2
1183,1259.0,奥地利,斯洛伐,2016-11-16,0.0,0.0,26,0,841,300,1
1184,1260.0,奥地利,爱尔兰,2016-11-13,0.0,1.0,26,0,841,300,0
1185,1261.0,奥地利,威尔士,2016-10-7,2.0,2.0,26,21,841,931,1
1186,1262.0,奥地利,匈牙利,2016-6-14,0.0,2.0,26,49,841,604,0
1187,1263.0,奥地利,荷兰,2016-6-5,0.0,2.0,26,19,841,969,0
1188,1264.0,奥地利,马耳他,2016-6-1,2.0,1.0,26,0,841,300,2
1189,1265.0,奥地利,土耳其,2016-3-30,1.0,2.0,26,37,841,714,0
1190,1266.0,奥地利,阿尔巴,2016-3-27,2.0,1.0,26,0,841,300,2
1191,1267.0,奥地利,瑞士,2015-11-18,1.0,2.0,26,6,841,1179,0
1192,1268.0,奥地利,列支敦,2015-10-12,3.0,0.0,26,0,841,300,2
1193,1269.0,奥地利,摩尔多,2015-9-6,1.0,0.0,26,0,841,300,2
1194,1270.0,奥地利,波黑,2015-4-1,1.0,1.0,26,41,841,688,1
1195,1271.0,奥地利,巴西,2014-11-19,1.0,2.0,26,2,841,1384,0
1196,1272.0,奥地利,俄罗斯,2014-11-16,1.0,0.0,26,66,841,493,2
1197,1273.0,奥地利,黑山,2014-10-12,1.0,0.0,26,43,841,671,2
1198,1274.0,奥地利,瑞典,2014-9-9,1.0,1.0,26,23,841,889,1
1199,1275.0,奥地利,冰岛,2014-5-31,1.0,1.0,26,22,841,930,1
1200,1276.0,奥地利,乌拉圭,2014-3-6,1.0,1.0,26,17,841,976,1
1201,1277.0,奥地利,美国,2013-11-20,1.0,0.0,26,24,841,880,2
1202,1278.0,奥地利,爱尔兰,2013-9-11,1.0,0.0,26,0,841,300,2
1203,1279.0,奥地利,希腊,2013-8-15,0.0,2.0,26,44,841,657,0
1204,1280.0,奥地利,瑞典,2013-6-8,2.0,1.0,26,23,841,889,2
1205,1281.0,奥地利,法罗,2013-3-23,6.0,0.0,26,0,841,300,2
1206,1282.0,奥地利,科特迪,2012-11-15,0.0,3.0,26,0,841,300,0
1207,1283.0,奥地利,哈萨克,2012-10-17,4.0,0.0,26,0,841,300,2
1208,1284.0,奥地利,德国,2012-9-12,1.0,2.0,26,1,841,1544,0
1209,1285.0,奥地利,土耳其,2012-8-16,2.0,0.0,26,37,841,714,2
1210,1286.0,奥地利,罗马尼,2012-6-6,0.0,0.0,26,0,841,300,1
1211,1287.0,奥地利,乌克兰,2012-6-2,3.0,2.0,26,30,841,777,2
1212,1288.0,奥地利,芬兰,2012-3-1,3.0,1.0,26,62,841,507,2
1213,1289.0,奥地利,土耳其,2011-9-7,0.0,0.0,26,37,841,714,1
1214,1290.0,奥地利,斯洛伐,2011-8-11,1.0,2.0,26,0,841,300,0
1215,1291.0,奥地利,拉脱维,2011-6-8,3.0,1.0,26,0,841,300,2
1216,1292.0,奥地利,德国,2011-6-4,1.0,2.0,26,1,841,1544,0
1217,1293.0,奥地利,比利时,2011-3-26,0.0,2.0,26,3,841,1346,0
1218,1294.0,奥地利,希腊,2010-11-18,1.0,2.0,26,44,841,657,0
1219,1295.0,奥地利,阿塞拜,2010-10-9,3.0,0.0,26,0,841,300,2
1220,1296.0,奥地利,哈萨克,2010-9-8,2.0,0.0,26,0,841,300,2
1221,1297.0,奥地利,瑞士,2010-8-12,0.0,1.0,26,6,841,1179,0
1222,1298.0,奥地利,克罗地,2010-5-20,0.0,1.0,26,0,841,300,0
1223,1299.0,奥地利,丹麦,2010-3-4,2.0,1.0,26,12,841,1054,2
1224,1300.0,塞内加,波黑,2018-3-28,0.0,0.0,0,41,300,688,1
1225,1301.0,塞内加,乌兹别,2018-3-23,1.0,1.0,0,0,300,300,1
1226,1302.0,塞内加,南非,2017-11-15,2.0,1.0,0,72,300,432,2
1227,1303.0,塞内加,布基纳,2017-9-3,0.0,0.0,0,0,300,300,1
1228,1306.0,塞内加,赤道几,2017-6-11,3.0,0.0,0,0,300,300,2
1229,1308.0,塞内加,阿尔及,2017-1-24,2.0,2.0,0,0,300,300,1
1230,1309.0,塞内加,津巴布,2017-1-20,2.0,0.0,0,0,300,300,2
1231,1310.0,塞内加,佛得角,2016-10-9,2.0,0.0,0,0,300,300,2
1232,1311.0,塞内加,纳米比,2016-9-4,2.0,0.0,0,0,300,300,2
1233,1312.0,塞内加,尼日尔,2016-3-27,2.0,0.0,0,109,300,299,2
1234,1313.0,塞内加,马达加斯,2015-11-18,3.0,0.0,0,0,300,300,2
1235,1316.0,塞内加,布隆迪,2015-6-14,3.0,1.0,0,0,300,300,2
1236,1317.0,塞内加,南非,2015-1-24,1.0,1.0,0,72,300,432,1
1237,1320.0,塞内加,博茨瓦,2014-11-20,3.0,0.0,0,0,300,300,2
1238,1321.0,塞内加,突尼斯,2014-10-11,0.0,0.0,0,14,300,1012,1
1239,1322.0,塞内加,埃及,2014-9-6,2.0,0.0,0,46,300,636,2
1240,1324.0,塞内加,科特迪,2013-11-17,1.0,1.0,0,0,300,300,1
1241,1325.0,塞内加,乌干达,2013-9-8,1.0,0.0,0,74,300,426,2
1242,1327.0,塞内加,安哥拉,2013-3-24,1.0,1.0,0,0,300,300,1
1243,1329.0,塞内加,赞比亚,2012-1-22,1.0,2.0,0,78,300,412,0
1244,1331.0,塞内加,摩洛哥,2011-8-11,0.0,2.0,0,42,300,681,0
1245,1332.0,塞内加,喀麦隆,2011-3-27,1.0,0.0,0,50,300,603,2
1246,1343.0,塞内加,南非,2008-2-1,1.0,1.0,0,72,300,432,1
1247,1344.0,塞内加,安哥拉,2008-1-28,1.0,3.0,0,0,300,300,0
1248,1349.0,塞内加,挪威,2006-3-2,2.0,1.0,0,48,300,608,2
1249,1350.0,斯洛伐,摩洛哥,2018-6-5,1.0,2.0,0,42,300,681,0
1250,1351.0,斯洛伐,荷兰,2018-6-1,1.0,1.0,0,19,300,969,1
1251,1353.0,斯洛伐,挪威,2017-11-15,1.0,0.0,0,48,300,608,2
1252,1354.0,斯洛伐,马耳他,2017-10-8,3.0,0.0,0,0,300,300,2
1253,1355.0,斯洛伐,斯洛文,2017-9-2,1.0,0.0,0,0,300,300,2
1254,1356.0,斯洛伐,立陶宛,2016-11-12,4.0,0.0,0,0,300,300,2
1255,1357.0,斯洛伐,苏格兰,2016-10-12,3.0,0.0,0,34,300,735,2
1256,1358.0,斯洛伐,英格兰,2016-9-4,0.0,1.0,0,13,300,1040,0
1257,1359.0,斯洛伐,英格兰,2016-6-21,0.0,0.0,0,13,300,1040,1
1258,1360.0,斯洛伐,北爱,2016-6-5,0.0,0.0,0,0,300,300,1
1259,1361.0,斯洛伐,格鲁吉,2016-5-27,3.0,1.0,0,0,300,300,2
1260,1362.0,斯洛伐,拉脱维,2016-3-26,0.0,0.0,0,0,300,300,1
1261,1363.0,斯洛伐,冰岛,2015-11-18,3.0,1.0,0,22,300,930,2
1262,1364.0,斯洛伐,瑞士,2015-11-14,3.0,2.0,0,6,300,1179,2
1263,1365.0,斯洛伐,白俄,2015-10-10,0.0,1.0,0,0,300,300,0
1264,1366.0,斯洛伐,乌克兰,2015-9-9,0.0,0.0,0,30,300,777,1
1265,1367.0,斯洛伐,马其顿,2015-6-15,2.0,1.0,0,77,300,422,2
1266,1368.0,斯洛伐,捷克,2015-4-1,1.0,0.0,0,0,300,300,2
1267,1369.0,斯洛伐,卢森堡,2015-3-28,3.0,0.0,0,83,300,401,2
1268,1370.0,斯洛伐,芬兰,2014-11-18,2.0,1.0,0,62,300,507,2
1269,1371.0,斯洛伐,西班牙,2014-10-10,2.0,1.0,0,8,300,1162,2
1270,1372.0,斯洛伐,马耳他,2014-9-5,1.0,0.0,0,0,300,300,2
1271,1373.0,斯洛伐,黑山,2014-5-24,2.0,0.0,0,43,300,671,2
1272,1374.0,斯洛伐,波黑,2013-9-11,1.0,2.0,0,41,300,688,0
1273,1375.0,斯洛伐,瑞典,2013-3-27,0.0,0.0,0,23,300,889,1
1274,1376.0,斯洛伐,立陶宛,2013-3-23,1.0,1.0,0,0,300,300,1
1275,1377.0,斯洛伐,希腊,2012-10-17,0.0,1.0,0,44,300,657,0
1276,1378.0,斯洛伐,拉脱维,2012-10-13,2.0,1.0,0,0,300,300,2
1277,1379.0,斯洛伐,列支敦,2012-9-12,2.0,0.0,0,0,300,300,2
1278,1380.0,斯洛伐,俄罗斯,2011-10-8,0.0,1.0,0,66,300,493,0
1279,1381.0,斯洛伐,亚美尼,2011-9-7,0.0,4.0,0,0,300,300,0
1280,1382.0,斯洛伐,安道尔,2011-6-5,1.0,0.0,0,0,300,300,2
1281,1383.0,斯洛伐,丹麦,2011-3-30,1.0,2.0,0,12,300,1054,0
1282,1384.0,斯洛伐,波黑,2010-11-17,2.0,3.0,0,41,300,688,0
1283,1385.0,斯洛伐,爱尔兰,2010-10-13,1.0,1.0,0,0,300,300,1
1284,1386.0,斯洛伐,马其顿,2010-9-4,1.0,0.0,0,77,300,422,2
1285,1387.0,斯洛伐,克罗地,2010-8-12,1.0,1.0,0,0,300,300,1
1286,1388.0,斯洛伐,意大利,2010-6-24,3.0,2.0,0,20,300,947,2
1287,1389.0,斯洛伐,巴拉圭,2010-6-20,0.0,2.0,0,32,300,737,0
1288,1390.0,斯洛伐,哥斯达,2010-6-5,3.0,0.0,0,0,300,300,2
1289,1391.0,斯洛伐,喀麦隆,2010-5-29,1.0,1.0,0,50,300,603,1
1290,1392.0,斯洛伐,挪威,2010-3-3,0.0,1.0,0,48,300,608,0
1291,1393.0,斯洛伐,智利,2009-11-17,1.0,2.0,0,9,300,1146,0
1292,1394.0,斯洛伐,美国,2009-11-14,1.0,0.0,0,24,300,880,2
1293,1395.0,斯洛伐,斯洛文,2009-10-11,0.0,2.0,0,0,300,300,0
1294,1396.0,斯洛伐,捷克,2009-9-6,2.0,2.0,0,0,300,300,1
1295,1397.0,斯洛伐,圣马力,2009-6-6,7.0,0.0,0,0,300,300,2
1296,1399.0,斯洛伐,波兰,2008-10-16,2.0,1.0,0,10,300,1128,2
1297,1400.0,北爱,韩国,2018-3-24,2.0,1.0,0,61,300,520,2
1298,1401.0,北爱,瑞士,2017-11-10,0.0,1.0,0,6,300,1179,0
1299,1402.0,北爱,德国,2017-10-6,1.0,3.0,0,1,300,1544,0
1300,1403.0,北爱,捷克,2017-9-5,2.0,0.0,0,0,300,300,2
1301,1404.0,北爱,新西兰,2017-6-3,1.0,0.0,0,0,300,300,2
1302,1405.0,北爱,挪威,2017-3-27,2.0,0.0,0,48,300,608,2
1303,1406.0,北爱,克罗地,2016-11-16,0.0,3.0,0,0,300,300,0
1304,1407.0,北爱,阿塞拜,2016-11-12,4.0,0.0,0,0,300,300,2
1305,1408.0,北爱,圣马力,2016-10-9,4.0,0.0,0,0,300,300,2
1306,1409.0,北爱,德国,2016-6-21,0.0,1.0,0,1,300,1544,0
1307,1410.0,北爱,白俄,2016-5-28,3.0,0.0,0,0,300,300,2
1308,1411.0,北爱,斯洛文,2016-3-29,1.0,0.0,0,0,300,300,2
1309,1412.0,北爱,拉脱维,2015-11-14,1.0,0.0,0,0,300,300,2
1310,1413.0,北爱,希腊,2015-10-9,3.0,1.0,0,44,300,657,2
1311,1414.0,北爱,匈牙利,2015-9-8,1.0,1.0,0,49,300,604,1
1312,1415.0,北爱,罗马尼,2015-6-14,0.0,0.0,0,0,300,300,1
1313,1416.0,北爱,卡塔尔,2015-5-31,1.0,1.0,0,101,300,339,1
1314,1417.0,北爱,芬兰,2015-3-29,2.0,1.0,0,62,300,507,2
1315,1418.0,北爱,法罗,2014-10-12,2.0,0.0,0,0,300,300,2
1316,1419.0,北爱,葡萄牙,2013-9-7,2.0,4.0,0,4,300,1306,0
1317,1420.0,北爱,俄罗斯,2013-8-15,1.0,0.0,0,66,300,493,2
1318,1421.0,北爱,以色列,2013-3-27,0.0,2.0,0,98,300,347,0
1319,1422.0,北爱,阿塞拜,2012-11-15,1.0,1.0,0,0,300,300,1
1320,1423.0,北爱,卢森堡,2012-9-12,1.0,1.0,0,83,300,401,1
1321,1424.0,北爱,芬兰,2012-8-16,3.0,3.0,0,62,300,507,1
1322,1425.0,北爱,挪威,2012-3-1,0.0,3.0,0,48,300,608,0
1323,1426.0,北爱,爱沙尼,2011-10-8,1.0,2.0,0,0,300,300,0
1324,1427.0,北爱,塞尔维,2011-9-3,0.0,1.0,0,0,300,300,0
1325,1428.0,北爱,法罗,2011-8-11,4.0,0.0,0,0,300,300,2
1326,1429.0,北爱,斯洛文,2011-3-30,0.0,0.0,0,0,300,300,1
1327,1430.0,北爱,苏格兰,2011-2-10,0.0,3.0,0,34,300,735,0
1328,1431.0,北爱,摩洛哥,2010-11-18,1.0,1.0,0,42,300,681,1
1329,1432.0,北爱,意大利,2010-10-9,0.0,0.0,0,20,300,947,1
1330,1433.0,北爱,土耳其,2010-5-27,0.0,2.0,0,37,300,714,0
1331,1434.0,北爱,塞尔维,2009-11-15,0.0,1.0,0,0,300,300,0
1332,1435.0,北爱,斯洛伐,2009-9-10,0.0,2.0,0,0,300,300,0
1333,1436.0,北爱,以色列,2009-8-13,1.0,1.0,0,98,300,347,1
1334,1437.0,北爱,斯洛文,2009-4-2,1.0,0.0,0,0,300,300,2
1335,1438.0,北爱,波兰,2009-3-29,3.0,2.0,0,10,300,1128,2
1336,1439.0,北爱,匈牙利,2008-11-20,0.0,2.0,0,49,300,604,0
1337,1440.0,北爱,圣马力,2008-10-16,4.0,0.0,0,0,300,300,2
1338,1441.0,北爱,捷克,2008-9-11,0.0,0.0,0,0,300,300,1
1339,1442.0,北爱,格鲁吉,2008-3-27,4.0,1.0,0,0,300,300,2
1340,1443.0,北爱,保加利,2008-2-7,0.0,1.0,0,0,300,300,0
1341,1444.0,北爱,丹麦,2007-11-18,2.0,1.0,0,12,300,1054,2
1342,1445.0,北爱,列支敦,2007-8-23,3.0,1.0,0,0,300,300,2
1343,1446.0,北爱,瑞典,2007-3-29,2.0,1.0,0,23,300,889,2
1344,1450.0,罗马尼,芬兰,2018-6-6,2.0,0.0,0,62,300,507,2
1345,1451.0,罗马尼,智利,2018-5-31,3.0,2.0,0,9,300,1146,2
1346,1452.0,罗马尼,瑞典,2018-3-28,1.0,0.0,0,23,300,889,2
1347,1453.0,罗马尼,荷兰,2017-11-15,0.0,3.0,0,19,300,969,0
1348,1454.0,罗马尼,土耳其,2017-11-10,2.0,0.0,0,37,300,714,2
1349,1455.0,罗马尼,哈萨克,2017-10-6,3.0,1.0,0,0,300,300,2
1350,1456.0,罗马尼,亚美尼,2017-9-2,1.0,0.0,0,0,300,300,2
1351,1457.0,罗马尼,智利,2017-6-14,3.0,2.0,0,9,300,1146,2
1352,1458.0,罗马尼,丹麦,2017-3-27,0.0,0.0,0,12,300,1054,1
1353,1459.0,罗马尼,波兰,2016-11-12,0.0,3.0,0,10,300,1128,0
1354,1460.0,罗马尼,黑山,2016-9-5,1.0,1.0,0,43,300,671,1
1355,1461.0,罗马尼,阿尔巴,2016-6-20,0.0,1.0,0,0,300,300,0
1356,1462.0,罗马尼,瑞士,2016-6-15,1.0,1.0,0,6,300,1179,1
1357,1463.0,罗马尼,格鲁吉,2016-6-4,5.0,1.0,0,0,300,300,2
1358,1464.0,罗马尼,乌克兰,2016-5-30,3.0,4.0,0,30,300,777,0
1359,1465.0,罗马尼,西班牙,2016-3-28,0.0,0.0,0,8,300,1162,1
1360,1466.0,罗马尼,立陶宛,2016-3-24,1.0,0.0,0,0,300,300,2
1361,1467.0,罗马尼,芬兰,2015-10-9,1.0,1.0,0,62,300,507,1
1362,1468.0,罗马尼,希腊,2015-9-8,0.0,0.0,0,44,300,657,1
1363,1469.0,罗马尼,法罗,2015-3-29,1.0,0.0,0,0,300,300,2
1364,1470.0,罗马尼,丹麦,2014-11-19,2.0,0.0,0,12,300,1054,2
1365,1471.0,罗马尼,北爱,2014-11-15,2.0,0.0,0,0,300,300,2
1366,1472.0,罗马尼,匈牙利,2014-10-11,1.0,1.0,0,49,300,604,1
1367,1473.0,罗马尼,阿尔巴,2014-6-1,1.0,0.0,0,0,300,300,2
1368,1474.0,罗马尼,阿根廷,2014-3-6,0.0,0.0,0,5,300,1254,1
1369,1475.0,罗马尼,希腊,2013-11-20,1.0,1.0,0,44,300,657,1
1370,1476.0,罗马尼,爱沙尼,2013-10-16,2.0,0.0,0,0,300,300,2
1371,1477.0,罗马尼,土耳其,2013-9-11,0.0,2.0,0,37,300,714,0
1372,1478.0,罗马尼,匈牙利,2013-9-7,3.0,0.0,0,49,300,604,2
1373,1479.0,罗马尼,斯洛伐,2013-8-15,1.0,1.0,0,0,300,300,1
1374,1480.0,罗马尼,特立尼,2013-6-5,4.0,0.0,0,0,300,300,2
1375,1481.0,罗马尼,澳大利,2013-2-7,3.0,2.0,0,0,300,300,2
1376,1482.0,罗马尼,比利时,2012-11-15,2.0,1.0,0,3,300,1346,2
1377,1483.0,罗马尼,荷兰,2012-10-17,1.0,4.0,0,19,300,969,0
1378,1484.0,罗马尼,安道尔,2012-9-12,4.0,0.0,0,0,300,300,2
1379,1485.0,罗马尼,乌拉圭,2012-3-1,1.0,1.0,0,17,300,976,1
1380,1486.0,罗马尼,白俄,2011-10-8,2.0,2.0,0,0,300,300,1
1381,1487.0,罗马尼,法国,2011-9-7,0.0,0.0,0,7,300,1166,1
1382,1488.0,罗马尼,波黑,2011-6-4,3.0,0.0,0,41,300,688,2
1383,1489.0,罗马尼,卢森堡,2011-3-30,3.0,1.0,0,83,300,401,2
1384,1491.0,罗马尼,意大利,2010-11-18,1.0,1.0,0,20,300,947,1
1385,1492.0,罗马尼,阿尔巴,2010-9-4,1.0,1.0,0,0,300,300,1
1386,1493.0,罗马尼,洪都拉,2010-6-6,3.0,0.0,0,0,300,300,2
1387,1495.0,罗马尼,以色列,2010-3-4,0.0,2.0,0,98,300,347,0
1388,1496.0,罗马尼,法罗,2009-10-15,3.0,1.0,0,0,300,300,2
1389,1497.0,罗马尼,奥地利,2009-9-10,1.0,1.0,0,26,300,841,1
1390,1498.0,罗马尼,塞尔维,2009-3-29,2.0,3.0,0,0,300,300,0
1391,1499.0,罗马尼,克罗地,2009-2-12,1.0,2.0,0,0,300,300,0
1392,1500.0,爱尔兰,丹麦,2017-11-15,1.0,5.0,0,12,300,1054,0
1393,1501.0,爱尔兰,摩尔多,2017-10-7,2.0,0.0,0,0,300,300,2
1394,1502.0,爱尔兰,塞尔维,2017-9-6,0.0,1.0,0,0,300,300,0
1395,1503.0,爱尔兰,奥地利,2017-6-11,1.0,1.0,0,26,300,841,1
1396,1504.0,爱尔兰,乌拉圭,2017-6-5,3.0,1.0,0,17,300,976,2
1397,1505.0,爱尔兰,冰岛,2017-3-29,0.0,1.0,0,22,300,930,0
1398,1506.0,爱尔兰,威尔士,2017-3-25,0.0,0.0,0,21,300,931,1
1399,1507.0,爱尔兰,格鲁吉,2016-10-7,1.0,0.0,0,0,300,300,2
1400,1508.0,爱尔兰,阿曼,2016-9-1,4.0,0.0,0,87,300,383,2
